ART_GRP_SE,ARCHV_ARTST_NM,NM,VRIT_MARK_CN,REALM_CL,ACT_RELM_CN,BIRTH_YEAR,RSRCH_MAN_NM,URL
FARTST,미술작가,이종구,Lee jong gu,회화,,1954,,https://www.daarts.or.kr/handle/11080/19547
ARTST,예술인,김지향,KIM Jihyang,창작음악,한국현대음악,1970,,https://www.daarts.or.kr/handle/11080/67867
ARTST,예술인,김안나,Kim ahn na,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19289
ARTST,예술인,김종국,,공연예술,연극,1991,,https://www.daarts.or.kr/handle/11080/135921
ARTST,예술인,배형식,Bae hyung sik,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19405
FARTST,미술작가,주민숙,Joo min suk,회화,,1946,,https://www.daarts.or.kr/handle/11080/19618
ARTST,예술인,김동원,金東園,공연예술,배우,1916,,https://www.daarts.or.kr/handle/11080/6519
FARTST,미술작가,강찬모,Kang chan mo,회화,,1949,,https://www.daarts.or.kr/handle/11080/19218
FARTST,미술작가,문봉선,Moon Bong-sun,회화,,1961,,https://www.daarts.or.kr/handle/11080/19352
ARTST,예술인,이대원,李大源,시각예술,서양화,1921,,https://www.daarts.or.kr/handle/11080/6024
ARTST,예술인,이재창,,시각예술,회화,1938,,https://www.daarts.or.kr/handle/11080/135928
FARTST,미술작가,전성우,全晟雨,회화,,1934,,https://www.daarts.or.kr/handle/11080/19579
ARTST,예술인,박경주,Park kyung joo,시각예술,미술작가,1960,,https://www.daarts.or.kr/handle/11080/19361
ARTST,예술인,심문섭,Shim moon seup,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19437
ARTST,예술인,이강우,Lee kang woo,시각예술,미술작가,1965,,https://www.daarts.or.kr/handle/11080/19501
FARTST,미술작가,구본창,Koo bohn chang,사진,,1953,,https://www.daarts.or.kr/handle/11080/19233
FARTST,미술작가,박애정,Park ad jong,공예,,1951,,https://www.daarts.or.kr/handle/11080/19383
ARTST,예술인,안진희,,시각예술,회화,1965,,https://www.daarts.or.kr/handle/11080/135966
FARTST,미술작가,이우환,Lee u fan,회화,,1936,,https://www.daarts.or.kr/handle/11080/19534
ARTST,예술인,김화숙,,공연예술,무용,1949,,https://www.daarts.or.kr/handle/11080/136017
FARTST,미술작가,장우성,Chang woo sung,회화,,1912,,https://www.daarts.or.kr/handle/11080/19573
ARTGR,예술단체,은세계 씨어터컴퍼니,,공연단체,,,,https://www.daarts.or.kr/handle/11080/52055
ARTST,예술인,장리석,張利錫,시각예술,서양화,1916,,https://www.daarts.or.kr/handle/11080/5966
ARTGR,예술단체,라이브(주),,기타,,,,https://www.daarts.or.kr/handle/11080/52083
ARTGR,예술단체,연희집단 The 광대,,공연단체,,,,https://www.daarts.or.kr/handle/11080/52056
FARTST,미술작가,곽계정,Goak gae jeong,공예,,1940,,https://www.daarts.or.kr/handle/11080/19227
FARTST,미술작가,김세일,Kim se il,조각,,1958,,https://www.daarts.or.kr/handle/11080/19283
FARTST,미술작가,홍성도,Hong sung do,설치,,1953,,https://www.daarts.or.kr/handle/11080/19668
FARTST,미술작가,김옥조,Kim ok jo,공예,,1943,,https://www.daarts.or.kr/handle/11080/19294
DIC,구술채록,김정옥,金正鈺,공연예술,연극,1932,김성희,https://www.daarts.or.kr/handle/11080/16219
ARTST,예술인,김지현,Kim ji hyun,시각예술,미술작가,1968,,https://www.daarts.or.kr/handle/11080/19316
ARTST,예술인,장식,Chang sik,미술작가,미술작가,1946,,https://www.daarts.or.kr/handle/11080/19572
ARTST,예술인,노은님,Ro eun nim,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19345
FARTST,미술작가,김일용,Kim il yong,조각,,1959,,https://www.daarts.or.kr/handle/11080/19308
ARTST,예술인,채미현,Chae mi hyun,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19629
ARTGR,예술단체,화이트캣 시어터 컴퍼니,,공연단체,,,,https://www.daarts.or.kr/handle/11080/33931
ARTGR,예술단체,융가SND,,기타,,,,https://www.daarts.or.kr/handle/11080/52084
ARTST,예술인,강진식,Kang jin sik,시각예술,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19216
ARTST,예술인,강혜경,,공연예술,음악,1974,,https://www.daarts.or.kr/handle/11080/135770
ARTST,예술인,김창겸,Kim chang kyum,시각예술,영상/설치,,,https://www.daarts.or.kr/handle/11080/19322
ARTST,예술인,박소영,Park so young,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19380
FARTST,미술작가,임무근,Lim moo keun,공예,,1941,,https://www.daarts.or.kr/handle/11080/19560
ARTST,예술인,이상일,李相日,공연예술,"무용평론, 연극평론, 민속학",1933,,https://www.daarts.or.kr/handle/11080/111800
ARTST,예술인,박이제,"朴貳濟, PARK Leeje",창작음악,한국현대음악,1956,,https://www.daarts.or.kr/handle/11080/82694
ARTST,예술인,이시현,"李始玹, YI Sihyun",창작음악,한국현대음악,1969,,https://www.daarts.or.kr/handle/11080/49180
FARTST,미술작가,함섭,Ham sup,회화,,1942,,https://www.daarts.or.kr/handle/11080/19660
DIC,구술채록,백태원,白泰元,시각예술,공예,1923,최공호,https://www.daarts.or.kr/handle/11080/16383
DIC,구술채록,황금찬,黃錦燦,문학,문학,1918,전기철,https://www.daarts.or.kr/handle/11080/16992
ARTST,예술인,신학철,申鶴澈,시각예술,서양화,1943,,https://www.daarts.or.kr/handle/11080/135239
DIC,구술채록,강영걸,康英傑,공연예술,연극,1943,김수미,https://www.daarts.or.kr/handle/11080/88379
ARTST,예술인,박상숙,Park sang sook,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19374
ARTST,예술인,신동한,申東漢,문학,평론,1928,,https://www.daarts.or.kr/handle/11080/5728
ARTST,예술인,김용문,Kim yong moon,시각예술,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19295
ARTST,예술인,이귀숙,"李貴淑, LEE Gui Sook",창작음악,한국현대음악,1964,,https://www.daarts.or.kr/handle/11080/49212
FARTST,미술작가,박서보,Park seo bo,회화,,1931,,https://www.daarts.or.kr/handle/11080/19375
ARTST,예술인,강순미,"姜淳美, KAHNG Soonmee",창작음악,한국현대음악,1948,,https://www.daarts.or.kr/handle/11080/49620
FARTST,미술작가,강태성,Kang tae seong,조각,,1927,,https://www.daarts.or.kr/handle/11080/19219
DIC,구술채록,국수호,鞠守鎬,공연예술,무용,1948,손선숙,https://www.daarts.or.kr/handle/11080/29628
FARTST,미술작가,김인순,Kim in sun,회화,,1941,,https://www.daarts.or.kr/handle/11080/19306
ARTST,예술인,윤조병,尹朝炳,공연예술,극작,1938,,https://www.daarts.or.kr/handle/11080/107102
ARTST,예술인,이원경,李源庚,공연예술,연극연출,1916,,https://www.daarts.or.kr/handle/11080/119901
ARTST,예술인,김종국,,공연예술,연극,1991,,https://www.daarts.or.kr/handle/11080/135920
FARTST,미술작가,이규선,Lee kyu sun,회화,,1938,,https://www.daarts.or.kr/handle/11080/19503
ARTST,예술인,송규태,宋圭台,시각예술,"민화, 고화수리복원",1934,,https://www.daarts.or.kr/handle/11080/73260
ARTST,예술인,임영방,林英芳,시각예술,"미술사, 미술평론, 미술행정",1929,,https://www.daarts.or.kr/handle/11080/49999
ARTGR,예술단체,극단 현대극장,,공연단체,,,,https://www.daarts.or.kr/handle/11080/729
FARTST,미술작가,이정지,Lee chung ji,회화,,1941,,https://www.daarts.or.kr/handle/11080/19544
ARTST,예술인,최영인,,시각예술,공예,1967,,https://www.daarts.or.kr/handle/11080/134634
ARTST,예술인,이선옥,李先玉,공연예술,"현대무용, 선무용(Zen Dance)",1943,,https://www.daarts.or.kr/handle/11080/45187
DIC,구술채록,신출,"申出, 본명 신승균(申乘均)",공연예술,연극,1929,조혜정,https://www.daarts.or.kr/handle/11080/16484
ARTGR,예술단체,(주)연극열전,,기타,,,,https://www.daarts.or.kr/handle/11080/33957
ARTST,예술인,이숙재,李淑在,공연예술,현대무용,1945,,https://www.daarts.or.kr/handle/11080/6341
ARTST,예술인,이효우,李孝友,시각예술,표구,1941,,https://www.daarts.or.kr/handle/11080/5917
ARTST,예술인,정현수,CHUNG Hyun-Sue,창작음악,한국현대음악,1968,,https://www.daarts.or.kr/handle/11080/48945
ARTST,예술인,권성덕,權成德,공연예술,배우,1940,,https://www.daarts.or.kr/handle/11080/28964
ARTST,예술인,박혜영,,공연예술,전통연희,1980,,https://www.daarts.or.kr/handle/11080/70405
ARTST,예술인,강익중,Kang ik joong,시각예술,설치,1960,,https://www.daarts.or.kr/handle/11080/19213
ARTST,예술인,김상묵,,공연예술,연극,1987,,https://www.daarts.or.kr/handle/11080/136002
FARTST,미술작가,엄정윤,Um jung yoon,공예,,1927,,https://www.daarts.or.kr/handle/11080/19453
ARTST,예술인,김윤진,KIM Yunjin,창작음악,한국현대음악,1982,,https://www.daarts.or.kr/handle/11080/83966
FARTST,미술작가,박이소,Bahc yi so,설치,,1957,,https://www.daarts.or.kr/handle/11080/19388
FARTST,미술작가,윤형근,Yun hyong keun,회화,,1928,,https://www.daarts.or.kr/handle/11080/19499
ARTST,예술인,박병오,"朴炳五, PARK ByongO",창작음악,한국현대음악,1967,,https://www.daarts.or.kr/handle/11080/49125
ARTST,예술인,박복규,Park boc kyoo,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19372
ARTST,예술인,오치균,Oh chi gyun,시각예술,미술작가,1956,,https://www.daarts.or.kr/handle/11080/19470
FARTST,미술작가,김천일,Kim cheon il,회화,,1951,,https://www.daarts.or.kr/handle/11080/19327
FARTST,미술작가,윤지해,Youn ji hae,조각,,1971,,https://www.daarts.or.kr/handle/11080/19498
ARTST,예술인,우순옥,U sun ok,시각예술,미술작가,1958,,https://www.daarts.or.kr/handle/11080/19475
ARTST,예술인,이성재,李誠載,창작음악,한국현대음악,1924,,https://www.daarts.or.kr/handle/11080/167772
FARTST,미술작가,이일호,Lee il ho,조각,,1946,,https://www.daarts.or.kr/handle/11080/19539
FARTST,미술작가,정일,Chung il,회화,,1958,,https://www.daarts.or.kr/handle/11080/19597
ARTST,예술인,신현중,Shin hyun jung,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19435
ARTST,예술인,황주리,Hwang ju lie,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19685
FARTST,미술작가,진옥선,Jin ok sun,판화,,1950,,https://www.daarts.or.kr/handle/11080/19623
FARTST,미술작가,홍종명,Hong chong myung,회화,,1922,,https://www.daarts.or.kr/handle/11080/19677
ARTST,예술인,신상미,,공연예술,무용,1955,,https://www.daarts.or.kr/handle/11080/92423
ARTST,예술인,정미선,JEONG Miseon,창작음악,한국현대음악,1985,,https://www.daarts.or.kr/handle/11080/69691
ARTST,예술인,심우성,沈雨晟,공연예술,민속극,1934,,https://www.daarts.or.kr/handle/11080/24061
FARTST,미술작가,김대원,Kim dae won,회화,,1955,,https://www.daarts.or.kr/handle/11080/19267
FARTST,미술작가,장진,Jang jin,공예,,1950,,https://www.daarts.or.kr/handle/11080/19575
ARTST,예술인,정하경,Chung ha kyung,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19604
DIC,구술채록,김문환,金文煥,공연예술,연극,1944,전예완,https://www.daarts.or.kr/handle/11080/106956
FARTST,미술작가,윤영석,Yoon yong seok,미술작가,,1957,,https://www.daarts.or.kr/handle/11080/19496
ARTST,예술인,정두수,"鄭斗守, 본명 정두채(鄭杜采)",공연예술,작사,1937,,https://www.daarts.or.kr/handle/11080/49492
ARTST,예술인,구근회,,공연예술,연극,1961,,https://www.daarts.or.kr/handle/11080/92420
ARTST,예술인,오승윤,O syng yoon,시각예술,미술작가,1939,,https://www.daarts.or.kr/handle/11080/19466
FARTST,미술작가,나기환,Na ki whan,회화,,1952,,https://www.daarts.or.kr/handle/11080/19343
ARTST,예술인,주리,朱莉,공연예술,무용,1927,,https://www.daarts.or.kr/handle/11080/6305
FARTST,미술작가,도윤희,To hyun hee,회화,,1961,,https://www.daarts.or.kr/handle/11080/19348
FARTST,미술작가,윤명로,Youn myeung ro,회화,,1936,,https://www.daarts.or.kr/handle/11080/19493
DIC,구술채록,박현숙,朴賢淑,공연예술,연극,1926,문경연,https://www.daarts.or.kr/handle/11080/16351
ARTST,예술인,신성아,Shin Seongah,창작음악,한국현대음악,1971,,https://www.daarts.or.kr/handle/11080/48924
ARTST,예술인,한상은,HAN Sang-Eun,창작음악,한국현대음악,1964,,https://www.daarts.or.kr/handle/11080/51275
DIC,구술채록,변시지,邊時志,시각예술,회화,1926,이인범,https://www.daarts.or.kr/handle/11080/16391
ARTST,예술인,황정순,黃貞順,대중예술,영화배우,1925,,https://www.daarts.or.kr/handle/11080/6422
ARTST,예술인,고태은,"高兌銀, KOH Tae-Eun",창작음악,한국현대음악,1960,,https://www.daarts.or.kr/handle/11080/58256
FARTST,미술작가,송필용,Song phil yong,회화,,1958,,https://www.daarts.or.kr/handle/11080/19429
FARTST,미술작가,최정화,Choi jung hwa,설치,,1961,,https://www.daarts.or.kr/handle/11080/19643
FARTST,미술작가,배동신,Bae dong shin,회화,,1920,,https://www.daarts.or.kr/handle/11080/19400
ARTST,예술인,남진,NAM Jin,창작음악,한국현대음악,1971,,https://www.daarts.or.kr/handle/11080/52220
ARTST,예술인,김수혜,"金秀惠, KIM Suehye",창작음악,한국현대음악,1971,,https://www.daarts.or.kr/handle/11080/49616
ARTST,예술인,임효,Rim hyo,시각예술,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19568
FARTST,미술작가,김정헌,Kim jeong heon,회화,,1946,,https://www.daarts.or.kr/handle/11080/19311
DIC,구술채록,신영상,辛永常,시각예술,회화,1935,왕신연,https://www.daarts.or.kr/handle/11080/16480
ARTST,예술인,김효숙,Gim hyo sook,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19342
ARTST,예술인,목진덕,,공연예술,연극,1967,,https://www.daarts.or.kr/handle/11080/135991
ARTST,예술인,김호득,Kim ho duck,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19337
ARTST,예술인,강행원,Kang haeng won,시각예술,미술작가,1947,,https://www.daarts.or.kr/handle/11080/19220
ARTST,예술인,이영배,Lee young bae,시각예술,미술작가,1956,,https://www.daarts.or.kr/handle/11080/19529
ARTST,예술인,조평휘,趙平彙,시각예술,한국화,1932,,https://www.daarts.or.kr/handle/11080/5888
ARTST,예술인,장순업,Chang soon up,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19571
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/135963
FARTST,미술작가,천경자,Chun kyung ja,회화,,1924,,https://www.daarts.or.kr/handle/11080/19630
DIC,구술채록,송영방,宋榮邦,시각예술,회화,1936,문정희,https://www.daarts.or.kr/handle/11080/16458
ARTST,예술인,전항섭,,시각예술,조각,1960,,https://www.daarts.or.kr/handle/11080/135951
ARTST,예술인,조덕현,Cho duck hyun,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19611
DIC,구술채록,정진우,鄭鎭宇,공연예술,음악,1928,민경찬,https://www.daarts.or.kr/handle/11080/16851
ARTST,예술인,류창순,RYU Tchangsun,창작음악,한국현대음악,1983,,https://www.daarts.or.kr/handle/11080/69789
FARTST,미술작가,윤석남,Yun suk nam,설치,,1937,,https://www.daarts.or.kr/handle/11080/19495
FARTST,미술작가,강애란,Kang ai ran,회화,,1960,,https://www.daarts.or.kr/handle/11080/19208
ARTST,예술인,김진균,"金晋均, KIM Jin-Gyun",창작음악,한국현대음악,1925,,https://www.daarts.or.kr/handle/11080/83601
FARTST,미술작가,전재은,Jeon jae eun,회화,,1972,,https://www.daarts.or.kr/handle/11080/19581
ARTST,예술인,전수천,Jheon soo cheon,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19580
ARTST,예술인,김천일,Kim cheon il,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19327
ARTST,예술인,차명희,Cha myung hi,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19625
ARTST,예술인,김봉태,Kim bong tae,시각예술,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19276
ARTST,예술인,김진호,KIM Jinho,창작음악,한국현대음악,1965,,https://www.daarts.or.kr/handle/11080/49156
ARTST,예술인,유철연,Yu cheol yeon,시각예술,미술작가,1927,,https://www.daarts.or.kr/handle/11080/19487
ARTST,예술인,이문희,LEE Moon Hee,창작음악,한국현대음악,1984,,https://www.daarts.or.kr/handle/11080/88326
ARTGR,예술단체,춘천시문화재단,,기타,,,,https://www.daarts.or.kr/handle/11080/23002
DIC,구술채록,박보희,朴普熙,공연예술,무용,1930,최해리,https://www.daarts.or.kr/handle/11080/45182
FARTST,미술작가,조문자,Cho moon ja,회화,,1940,,https://www.daarts.or.kr/handle/11080/19612
ARTST,예술인,김동진,金東振,공연예술,음악,1913,,https://www.daarts.or.kr/handle/11080/6142
FARTST,미술작가,강성원,Kang seong won,회화,,1956,,https://www.daarts.or.kr/handle/11080/19207
FARTST,미술작가,안종연,Ahn jong yuen,회화,,1952,,https://www.daarts.or.kr/handle/11080/19447
ARTST,예술인,임충섭,Lim choong sup,시각예술,미술작가,1941,,https://www.daarts.or.kr/handle/11080/19566
FARTST,미술작가,황주리,Hwang ju lie,회화,,1957,,https://www.daarts.or.kr/handle/11080/19685
ARTST,예술인,김민표,"金敏杓, KIM Minpyo",창작음악,한국현대음악,1974,,https://www.daarts.or.kr/handle/11080/84001
ARTST,예술인,송영방,宋榮邦,시각예술,한국화,1936,,https://www.daarts.or.kr/handle/11080/5901
ARTST,예술인,이희중,Lee hee jung,시각예술,미술작가,1956,,https://www.daarts.or.kr/handle/11080/19558
FARTST,미술작가,김인경,Kim in kyung,조각,,1953,,https://www.daarts.or.kr/handle/11080/19305
